songId,userName,

230655,Declan.Miller,
9186860,Elmore70,
9449661,Francisco_Tromp,
3961042,Stewart32,
9930037,Cole.Schowalter,
6617076,Chase.Flatley,
5523611,Hanna.Murphy14,
384053,Brandi51,
5905091,Aryanna_OKon64,
9271477,Oswaldo.Trantow,
6992796,Paris.Littel,
9542142,Kathlyn_Schaefer32,
2483385,Morgan20,
5493523,Jayce.Paucek80,
4167341,Amelie57,
20513,Cortez.Fritsch86,
3400002,Allison3,
6151369,Ivah_Ortiz22,
4253493,Hailey.Medhurst51,
4758318,Kathryne.Stanton,
271192,Ewell_Lind,
676419,Kattie.Gibson,
294224,Guillermo_Turner,
9273949,Domenick_Gaylord56,
1576156,Elroy99,
3954744,Melody_Kiehn37,
733555,Vance.Conroy,
6828239,Jabari39,
4756413,Eula_Dare,
7570521,Tyrese49,
798611,Osbaldo78,
4073481,Fredy52,
866685,Erwin81,
8206429,Jammie.Jones,
8650971,Jannie.Prosacco71,
1627667,Opal.Casper63,
5404095,Kareem.Frami62,
3297114,Nedra36,
1358240,Clemmie_Conn,
2613834,Genevieve22,
3176281,Keegan96,
1179215,Cleveland.Bosco63,
1779375,Elmore70,
8846766,Herman_Schiller,
9830543,Charley.Daniel,
4176853,Unique33,
5721061,Orlando_Effertz,
4693544,Karine_Maggio62,
5915217,Freddie.Schulist,
9048927,Eduardo70,
6641939,Theodore49,
3174301,Orpha.Nikolaus56,
9403257,Lenny.Welch,
3955731,George.Romaguera,
7252269,Nat_Williamson77,
5981012,Amina_Huels56,
7165534,Trevion83,
696853,Gerald.Denesik,
1429518,Maya_Veum61,
1543534,Adolf7,
9906883,Nat.McLaughlin,
5473099,Amelia_Greenholt,
9434000,Brant93,
6277294,Macey_Nitzsche75,
7535570,Mariah_Kunze,
2919456,Bessie.Cummerata24,
8820023,Eula_Dare,
2065556,Joanie55,
7135204,Garrett.Stracke20,
2657155,Jamarcus43,
3163421,Anya83,
5024570,Mekhi0,
5289046,Clifton.Gerlach,
980774,Eula_Herman,
8462783,Kasey_Reilly38,
5818740,Opal.Casper63,
5371772,Einar.Walter70,
4096074,Myles.Ziemann36,
1025343,Kaylin86,
6527699,Lucius.Luettgen50,
7478007,Garrett.Stracke20,
6683849,Allie_Torphy96,
8205087,Anabel_Barton74,
6597323,Geo_Crona,
1031368,Harley_VonRueden28,
928187,Arianna.Larkin,
2710327,Lonny68,
7322338,Kameron_Schmidt,
7536597,Jammie.Jones,
8979058,Ashleigh_Gerlach,
303489,Dane_Johnston,
2837711,Tristian67,
2223041,Violet.Ernser92,
7759861,Walker.Heaney9,
614913,Rocky58,
3802718,Dane_Johnston,
5175813,Ruben_Gerhold61,
6338258,Tyrell35,
5546803,Lucius.Denesik42,
1788567,Daphne11,
